tuning_group,train_MSE,test_MSE,train_RMSE,test_RMSE,train_MAE,test_MAE,train_MAPE,test_MAPE,train_R2,test_R2,sec_conv,perform_validation,num_train_samples,input_1,input_2,#_epochs,#filters_conv1,filter_size_conv1,act_func_conv1,#filters_conv2,filter_size_conv2,act_func_conv2
2,156.35946655273438,252.32810354905416,12.504378318786621,15.88483879518625,9.57463550567627,12.492273407578468,20970796.0,148.02397039946266,0.910510241985321,0.8538812398910522,False,False,17731,30,14,8,48,8,sigmoid,16,5,relu
2,212.59136962890625,241.21065407993854,14.580513000488281,15.530957925380473,11.269651412963867,12.287002974152564,50776016.0,142.93736688906947,0.8783273696899414,0.8603191375732422,True,False,17731,30,14,8,64,2,sigmoid,16,5,relu
2,189.30262756347656,275.9836587677027,13.758728981018066,16.612755905258545,10.580636024475098,12.363359536528588,25019378.0,153.8312684522557,0.8916558623313904,0.8401826620101929,False,False,17731,30,14,8,64,2,sigmoid,16,5,relu
2,179.30068969726562,217.6713288187409,13.390320777893066,14.753688651274327,10.020707130432129,10.978894180059433,18079596.0,147.34061177925093,0.8973800539970398,0.8739503622055054,True,False,17731,30,14,8,64,3,sigmoid,16,5,relu
2,174.2143096923828,241.15242743323398,13.199027061462402,15.529083277297278,10.14649486541748,12.027911158204079,23050208.0,149.3659887644655,0.9002915620803833,0.8603528141975403,False,False,17731,30,14,8,64,3,sigmoid,16,5,relu
2,170.7625274658203,269.45035404798716,13.06761360168457,16.41494301080534,9.937227249145508,12.568545072078704,21789996.0,149.8508129559201,0.9022672772407532,0.843966007232666,True,False,17731,30,14,8,64,8,sigmoid,16,5,relu
2,168.34654235839844,254.08716809701468,12.97484302520752,15.940111922349061,9.919636726379395,12.401064463853835,23526300.0,148.0384904002682,0.903650164604187,0.852862536907196,False,False,17731,30,14,8,64,8,sigmoid,16,5,relu
2,196.207763671875,242.7283994429034,14.007418632507324,15.579743240596214,10.620787620544434,12.106805015802383,20869302.0,147.0388698581377,0.8877041935920715,0.8594402074813843,True,False,17731,30,14,10,32,2,sigmoid,16,5,relu
2,179.93743896484375,281.8257701271032,13.41407585144043,16.78766720325082,10.227975845336914,12.373114967346192,20972552.0,154.1255464151178,0.8970162272453308,0.8367996215820312,False,False,17731,30,14,10,32,2,sigmoid,16,5,relu
2,174.8326416015625,244.52808470732475,13.222429275512695,15.63739379523726,9.959141731262207,12.402387142181396,21590042.0,143.10793633229824,0.8999377489089966,0.8583980798721313,True,False,17731,30,14,10,32,3,sigmoid,16,5,relu
2,165.220703125,236.73254095803904,12.85382080078125,15.386115200336928,9.808834075927734,11.931620631664991,18832224.0,148.98532001691225,0.9054387211799622,0.8629122972488403,False,False,17731,30,14,10,32,3,sigmoid,16,5,relu
2,149.07818603515625,280.2396687337674,12.209757804870605,16.740360472037853,9.227836608886719,12.574176129698753,21296854.0,152.63456443206886,0.9146775603294373,0.83771812915802,True,False,17731,30,14,10,32,8,sigmoid,16,5,relu
2,148.0450439453125,234.669315847657,12.167376518249512,15.318920191960562,9.321136474609375,11.737250920981168,22961838.0,150.85351266327532,0.9152690768241882,0.8641071319580078,False,False,17731,30,14,10,32,8,sigmoid,16,5,relu
2,185.21975708007812,231.8119354740549,13.609546661376953,15.225371439608786,10.196730613708496,11.434841318130493,17214130.0,144.8845594449242,0.8939923644065857,0.8657617568969727,True,False,17731,30,14,10,48,2,sigmoid,16,5,relu
2,182.74095153808594,268.5050196719952,13.518171310424805,16.386122777276974,10.320535659790039,12.835143191814423,20790958.0,145.83053911192474,0.8954116106033325,0.8445134162902832,False,False,17731,30,14,10,48,2,sigmoid,16,5,relu
2,176.16319274902344,219.38650351484964,13.272647857666016,14.811701573919509,9.97008228302002,10.871364977359772,19077554.0,149.6559930156553,0.8991760611534119,0.8729571104049683,True,False,17731,30,14,10,48,3,sigmoid,16,5,relu
2,163.5145263671875,245.51437605616357,12.787280082702637,15.668898367663362,9.71143627166748,12.523921283483505,17798996.0,144.04988250009427,0.906415581703186,0.8578269481658936,False,False,17731,30,14,10,48,3,sigmoid,16,5,relu
2,153.79782104492188,262.4420466245113,12.401524543762207,16.200063167300037,9.422216415405273,12.41679175388068,20819226.0,152.48118296701753,0.9119764566421509,0.8480243682861328,True,False,17731,30,14,10,48,8,sigmoid,16,5,relu
2,145.19334411621094,259.6222340564154,12.049619674682617,16.11279721390471,9.232564926147461,12.694161801338195,20861454.0,152.11076820361947,0.9169010519981384,0.8496572971343994,False,False,17731,30,14,10,48,8,sigmoid,16,5,relu
2,188.91555786132812,317.0463786532803,13.74465560913086,17.805796209472923,10.33189582824707,13.362547807693481,15927113.0,131.58672805864458,0.8918774724006653,0.8164039850234985,True,False,17731,30,14,10,64,2,sigmoid,16,5,relu
2,179.15525817871094,275.52696129624417,13.384889602661133,16.599004828490298,10.157578468322754,12.28941795706749,20239820.0,153.54110533328196,0.8974636793136597,0.840447187423706,False,False,17731,30,14,10,64,2,sigmoid,16,5,relu
2,189.40692138671875,304.723132947809,13.762518882751465,17.456320716227946,10.43127155303955,13.322168873548508,16493010.0,160.62029211773654,0.891596257686615,0.8235401511192322,True,False,17731,30,14,10,64,3,sigmoid,16,5,relu
2,170.46212768554688,245.0530528092981,13.056114196777344,15.65417046059286,10.002867698669434,12.281327056884766,28148098.0,146.3251313032226,0.9024389982223511,0.8580940365791321,False,False,17731,30,14,10,64,3,sigmoid,16,5,relu
2,158.0433349609375,277.17516715534856,12.571528434753418,16.648578532575943,9.532015800476074,12.393194084167481,22518440.0,157.1972078349235,0.9095467925071716,0.839492678642273,True,False,17731,30,14,10,64,8,sigmoid,16,5,relu
2,136.57015991210938,311.7027465141498,11.686323165893555,17.65510539515836,8.922361373901367,13.491074538230896,16618734.0,157.2431451322332,0.9218364357948303,0.8194984197616577,False,False,17731,30,14,10,64,8,sigmoid,16,5,relu
